ID,sentimiento
61997,positivo
61998,positivo
61999,positivo
62000,positivo
62001,positivo
62002,positivo
62003,positivo
62004,positivo
62005,negativo
62006,positivo
62007,positivo
62008,positivo
62009,negativo
62010,positivo
62011,positivo
62012,negativo
62013,positivo
62014,negativo
62015,negativo
62016,negativo
62017,negativo
62018,negativo
62019,positivo
62020,positivo
62021,positivo
62022,negativo
62023,positivo
62024,negativo
62025,negativo
62026,negativo
62027,negativo
62028,negativo
62029,negativo
62030,positivo
62031,positivo
62032,positivo
62033,positivo
62034,negativo
62035,positivo
62036,positivo
62037,negativo
62038,positivo
62039,positivo
62040,negativo
62041,positivo
62042,negativo
62043,positivo
62044,negativo
62045,positivo
62046,negativo
62047,negativo
62048,negativo
62049,positivo
62050,positivo
62051,positivo
62052,negativo
62053,positivo
62054,positivo
62055,negativo
62056,negativo
62057,negativo
62058,positivo
62059,positivo
62060,positivo
62061,positivo
62062,negativo
62063,positivo
62064,positivo
62065,negativo
62066,negativo
62067,negativo
62068,positivo
62069,positivo
62070,negativo
62071,positivo
62072,positivo
62073,negativo
62074,negativo
62075,positivo
62076,negativo
62077,positivo
62078,positivo
62079,positivo
62080,negativo
62081,negativo
62082,positivo
62083,negativo
62084,positivo
62085,positivo
62086,negativo
62087,positivo
62088,positivo
62089,positivo
62090,negativo
62091,positivo
62092,positivo
62093,positivo
62094,positivo
62095,positivo
62096,negativo
62097,positivo
62098,positivo
62099,positivo
62100,negativo
62101,negativo
62102,negativo
62103,negativo
62104,positivo
62105,positivo
62106,negativo
62107,negativo
62108,negativo
62109,negativo
62110,positivo
62111,positivo
62112,positivo
62113,negativo
62114,negativo
62115,negativo
62116,negativo
62117,negativo
62118,negativo
62119,negativo
62120,negativo
62121,negativo
62122,positivo
62123,positivo
62124,negativo
62125,negativo
62126,negativo
62127,negativo
62128,negativo
62129,negativo
62130,negativo
62131,negativo
62132,negativo
62133,negativo
62134,negativo
62135,negativo
62136,negativo
62137,negativo
62138,negativo
62139,negativo
62140,negativo
62141,negativo
62142,negativo
62143,positivo
62144,positivo
62145,negativo
62146,negativo
62147,positivo
62148,negativo
62149,negativo
62150,negativo
62151,negativo
62152,negativo
62153,positivo
62154,positivo
62155,negativo
62156,positivo
62157,negativo
62158,negativo
62159,positivo
62160,positivo
62161,negativo
62162,positivo
62163,negativo
62164,positivo
62165,positivo
62166,positivo
62167,negativo
62168,negativo
62169,positivo
62170,positivo
62171,positivo
62172,positivo
62173,positivo
62174,positivo
62175,negativo
62176,positivo
62177,positivo
62178,negativo
62179,negativo
62180,positivo
62181,negativo
62182,positivo
62183,negativo
62184,negativo
62185,positivo
62186,negativo
62187,positivo
62188,positivo
62189,negativo
62190,positivo
62191,negativo
62192,negativo
62193,positivo
62194,positivo
62195,negativo
62196,positivo
62197,positivo
62198,negativo
62199,negativo
62200,positivo
62201,positivo
62202,positivo
62203,positivo
62204,negativo
62205,positivo
62206,positivo
62207,negativo
62208,positivo
62209,positivo
62210,positivo
62211,positivo
62212,positivo
62213,positivo
62214,negativo
62215,positivo
62216,positivo
62217,negativo
62218,negativo
62219,negativo
62220,positivo
62221,positivo
62222,positivo
62223,positivo
62224,positivo
62225,positivo
62226,positivo
62227,negativo
62228,positivo
62229,negativo
62230,positivo
62231,positivo
62232,positivo
62233,positivo
62234,positivo
62235,negativo
62236,positivo
62237,negativo
62238,negativo
62239,negativo
62240,negativo
62241,positivo
62242,positivo
62243,negativo
62244,negativo
62245,positivo
62246,negativo
62247,positivo
62248,positivo
62249,positivo
62250,positivo
62251,positivo
62252,positivo
62253,positivo
62254,positivo
62255,positivo
62256,positivo
62257,positivo
62258,negativo
62259,negativo
62260,positivo
62261,positivo
62262,positivo
62263,negativo
62264,positivo
62265,negativo
62266,positivo
62267,positivo
62268,positivo
62269,negativo
62270,negativo
62271,positivo
62272,positivo
62273,negativo
62274,positivo
62275,positivo
62276,negativo
62277,negativo
62278,positivo
62279,negativo
62280,negativo
62281,negativo
62282,positivo
62283,positivo
62284,positivo
62285,positivo
62286,positivo
62287,positivo
62288,negativo
62289,positivo
62290,positivo
62291,negativo
62292,negativo
62293,positivo
62294,positivo
62295,positivo
62296,positivo
62297,positivo
62298,positivo
62299,negativo
62300,positivo
62301,negativo
62302,positivo
62303,negativo
62304,positivo
62305,negativo
62306,positivo
62307,negativo
62308,positivo
62309,negativo
62310,negativo
62311,positivo
62312,positivo
62313,positivo
62314,positivo
62315,positivo
62316,positivo
62317,negativo
62318,negativo
62319,positivo
62320,positivo
62321,negativo
62322,positivo
62323,positivo
62324,negativo
62325,positivo
62326,positivo
62327,positivo
62328,negativo
62329,negativo
62330,negativo
62331,positivo
62332,negativo
62333,positivo
62334,negativo
62335,positivo
62336,negativo
62337,positivo
62338,positivo
62339,positivo
62340,positivo
62341,positivo
62342,negativo
62343,negativo
62344,positivo
62345,negativo
62346,negativo
62347,negativo
62348,positivo
62349,negativo
62350,negativo
62351,negativo
62352,positivo
62353,negativo
62354,positivo
62355,positivo
62356,negativo
62357,positivo
62358,positivo
62359,positivo
62360,negativo
62361,positivo
62362,negativo
62363,positivo
62364,positivo
62365,negativo
62366,negativo
62367,negativo
62368,positivo
62369,positivo
62370,positivo
62371,negativo
62372,positivo
62373,positivo
62374,positivo
62375,positivo
62376,positivo
62377,positivo
62378,positivo
62379,negativo
62380,negativo
62381,positivo
62382,positivo
62383,negativo
62384,positivo
62385,negativo
62386,positivo
62387,positivo
62388,positivo
62389,positivo
62390,positivo
62391,positivo
62392,negativo
62393,positivo
62394,positivo
62395,positivo
62396,positivo
62397,positivo
62398,positivo
62399,positivo
62400,positivo
62401,positivo
62402,positivo
62403,positivo
62404,negativo
62405,positivo
62406,positivo
62407,positivo
62408,positivo
62409,positivo
62410,positivo
62411,positivo
62412,positivo
62413,positivo
62414,positivo
62415,positivo
62416,positivo
62417,positivo
62418,positivo
62419,positivo
62420,positivo
62421,positivo
62422,positivo
62423,positivo
62424,negativo
62425,negativo
62426,positivo
62427,positivo
62428,positivo
62429,positivo
62430,positivo
62431,positivo
62432,positivo
62433,positivo
62434,positivo
62435,positivo
62436,positivo
62437,positivo
62438,positivo
62439,positivo
62440,positivo
62441,positivo
62442,positivo
62443,positivo
62444,positivo
62445,positivo
62446,positivo
62447,positivo
62448,positivo
62449,positivo
62450,negativo
62451,positivo
62452,positivo
62453,positivo
62454,positivo
62455,positivo
62456,positivo
62457,positivo
62458,positivo
62459,negativo
62460,positivo
62461,positivo
62462,positivo
62463,positivo
62464,positivo
62465,negativo
62466,negativo
62467,positivo
62468,positivo
62469,positivo
62470,positivo
62471,positivo
62472,positivo
62473,positivo
62474,positivo
62475,positivo
62476,positivo
62477,positivo
62478,positivo
62479,positivo
62480,positivo
62481,positivo
62482,positivo
62483,negativo
62484,positivo
62485,negativo
62486,positivo
62487,positivo
62488,positivo
62489,positivo
62490,positivo
62491,positivo
62492,positivo
62493,positivo
62494,positivo
62495,positivo
62496,positivo
62497,positivo
62498,positivo
62499,positivo
62500,positivo
62501,positivo
62502,positivo
62503,positivo
62504,positivo
62505,positivo
62506,positivo
62507,positivo
62508,positivo
62509,positivo
62510,positivo
62511,positivo
62512,positivo
62513,positivo
62514,negativo
62515,positivo
62516,negativo
62517,negativo
62518,positivo
62519,positivo
62520,positivo
62521,positivo
62522,positivo
62523,positivo
62524,negativo
62525,negativo
62526,negativo
62527,negativo
62528,positivo
62529,positivo
62530,positivo
62531,negativo
62532,positivo
62533,positivo
62534,negativo
62535,negativo
62536,positivo
62537,negativo
62538,positivo
62539,positivo
62540,positivo
62541,positivo
62542,positivo
62543,positivo
62544,positivo
62545,positivo
62546,positivo
62547,positivo
62548,positivo
62549,positivo
62550,negativo
62551,negativo
62552,negativo
62553,negativo
62554,positivo
62555,positivo
62556,positivo
62557,positivo
62558,positivo
62559,positivo
62560,positivo
62561,negativo
62562,positivo
62563,negativo
62564,positivo
62565,positivo
62566,positivo
62567,positivo
62568,positivo
62569,positivo
62570,positivo
62571,negativo
62572,positivo
62573,positivo
62574,positivo
62575,positivo
62576,positivo
62577,negativo
62578,positivo
62579,negativo
62580,negativo
62581,positivo
62582,negativo
62583,negativo
62584,negativo
62585,negativo
62586,positivo
62587,negativo
62588,negativo
62589,negativo
62590,negativo
62591,negativo
62592,negativo
62593,negativo
62594,negativo
62595,positivo
62596,negativo
62597,negativo
62598,negativo
62599,positivo
62600,negativo
62601,negativo
62602,negativo
62603,negativo
62604,negativo
62605,negativo
62606,negativo
62607,positivo
62608,positivo
62609,negativo
62610,positivo
62611,negativo
62612,negativo
62613,negativo
62614,negativo
62615,negativo
62616,negativo
62617,negativo
62618,negativo
62619,negativo
62620,negativo
62621,negativo
62622,negativo
62623,negativo
62624,positivo
62625,negativo
62626,negativo
62627,negativo
62628,negativo
62629,negativo
62630,negativo
62631,negativo
62632,negativo
62633,negativo
62634,negativo
62635,negativo
62636,negativo
62637,negativo
62638,positivo
62639,positivo
62640,negativo
62641,negativo
62642,negativo
62643,positivo
62644,positivo
62645,negativo
62646,negativo
62647,negativo
62648,positivo
62649,negativo
62650,negativo
62651,positivo
62652,positivo
62653,negativo
62654,positivo
62655,positivo
62656,negativo
62657,negativo
62658,negativo
62659,positivo
62660,negativo
62661,negativo
62662,negativo
62663,negativo
62664,positivo
62665,negativo
62666,negativo
62667,negativo
62668,negativo
62669,positivo
62670,negativo
62671,negativo
62672,negativo
62673,negativo
62674,negativo
62675,positivo
62676,positivo
62677,positivo
62678,negativo
62679,negativo
62680,negativo
62681,negativo
62682,positivo
62683,negativo
62684,negativo
62685,negativo
62686,negativo
62687,positivo
62688,negativo
62689,negativo
62690,negativo
62691,negativo
62692,negativo
62693,negativo
62694,negativo
62695,negativo
62696,negativo
62697,negativo
62698,negativo
62699,negativo
62700,positivo
62701,negativo
62702,positivo
62703,negativo
62704,negativo
62705,negativo
62706,negativo
62707,negativo
62708,negativo
62709,negativo
62710,negativo
62711,positivo
62712,negativo
62713,negativo
62714,negativo
62715,negativo
62716,negativo
62717,negativo
62718,negativo
62719,negativo
62720,negativo
62721,negativo
62722,negativo
62723,positivo
62724,positivo
62725,negativo
62726,negativo
62727,negativo
62728,positivo
62729,negativo
62730,positivo
62731,positivo
62732,positivo
62733,positivo
62734,negativo
62735,negativo
62736,positivo
62737,negativo
62738,positivo
62739,positivo
62740,positivo
62741,positivo
62742,positivo
62743,negativo
62744,negativo
62745,positivo
62746,negativo
62747,negativo
62748,positivo
62749,negativo
62750,negativo
62751,negativo
62752,positivo
62753,negativo
62754,positivo
62755,positivo
62756,negativo
62757,negativo
62758,negativo
62759,negativo
62760,negativo
62761,positivo
62762,negativo
62763,positivo
62764,positivo
62765,negativo
62766,negativo
62767,negativo
62768,negativo
62769,negativo
62770,negativo
62771,positivo
62772,positivo
62773,negativo
62774,positivo
62775,negativo
62776,positivo
62777,positivo
62778,negativo
62779,positivo
62780,positivo
62781,positivo
62782,positivo
62783,positivo
62784,positivo
62785,negativo
62786,positivo
62787,negativo
62788,negativo
62789,positivo
62790,positivo
62791,positivo
62792,negativo
62793,positivo
62794,positivo
62795,negativo
62796,negativo
62797,negativo
62798,positivo
62799,positivo
62800,negativo
62801,negativo
62802,negativo
62803,positivo
62804,positivo
62805,positivo
62806,positivo
62807,positivo
62808,positivo
62809,positivo
62810,positivo
62811,positivo
62812,positivo
62813,negativo
62814,positivo
62815,negativo
62816,positivo
62817,negativo
62818,positivo
62819,positivo
62820,positivo
62821,positivo
62822,negativo
62823,negativo
62824,positivo
62825,positivo
62826,negativo
62827,positivo
62828,positivo
62829,positivo
62830,positivo
62831,positivo
62832,positivo
62833,negativo
62834,positivo
62835,positivo
62836,positivo
62837,positivo
62838,positivo
62839,positivo
62840,positivo
62841,positivo
62842,positivo
62843,positivo
62844,positivo
62845,positivo
62846,positivo
62847,positivo
62848,positivo
62849,negativo
62850,positivo
62851,positivo
62852,negativo
62853,positivo
62854,negativo
62855,negativo
62856,positivo
62857,negativo
62858,positivo
62859,positivo
62860,positivo
62861,positivo
62862,positivo
62863,negativo
62864,positivo
62865,positivo
62866,positivo
62867,positivo
62868,positivo
62869,positivo
62870,positivo
62871,positivo
62872,positivo
62873,positivo
62874,negativo
62875,positivo
62876,positivo
62877,positivo
62878,positivo
62879,positivo
62880,positivo
62881,negativo
62882,positivo
62883,positivo
62884,negativo
62885,positivo
62886,positivo
62887,positivo
62888,negativo
62889,positivo
62890,positivo
62891,positivo
62892,positivo
62893,negativo
62894,negativo
62895,positivo
62896,positivo
62897,positivo
62898,positivo
62899,negativo
62900,positivo
62901,positivo
62902,positivo
62903,positivo
62904,negativo
62905,positivo
62906,positivo
62907,positivo
62908,positivo
62909,positivo
62910,positivo
62911,positivo
62912,negativo
62913,positivo
62914,negativo
62915,negativo
62916,positivo
62917,positivo
62918,positivo
62919,positivo
62920,positivo
62921,positivo
62922,positivo
62923,negativo
62924,positivo
62925,positivo
62926,positivo
62927,positivo
62928,negativo
62929,positivo
62930,negativo
62931,positivo
62932,positivo
62933,positivo
62934,positivo
62935,positivo
62936,positivo
62937,positivo
62938,positivo
62939,positivo
62940,positivo
62941,positivo
62942,negativo
62943,negativo
62944,positivo
62945,positivo
62946,negativo
62947,positivo
62948,positivo
62949,positivo
62950,positivo
62951,positivo
62952,positivo
62953,negativo
62954,positivo
62955,positivo
62956,positivo
62957,positivo
62958,negativo
62959,positivo
62960,positivo
62961,positivo
62962,positivo
62963,positivo
62964,negativo
62965,positivo
62966,positivo
62967,positivo
62968,positivo
62969,positivo
62970,positivo
62971,positivo
62972,positivo
62973,negativo
62974,positivo
62975,positivo
62976,negativo
62977,positivo
62978,positivo
62979,positivo
62980,negativo
62981,positivo
62982,negativo
62983,negativo
62984,positivo
62985,negativo
62986,negativo
62987,positivo
62988,positivo
62989,positivo
62990,positivo
62991,negativo
62992,positivo
62993,negativo
62994,positivo
62995,positivo
62996,positivo
62997,positivo
62998,positivo
62999,positivo
63000,positivo
63001,negativo
63002,negativo
63003,negativo
63004,positivo
63005,negativo
63006,positivo
63007,negativo
63008,negativo
63009,positivo
63010,negativo
63011,positivo
63012,negativo
63013,positivo
63014,positivo
63015,positivo
63016,positivo
63017,positivo
63018,negativo
63019,negativo
63020,positivo
63021,negativo
63022,positivo
63023,positivo
63024,negativo
63025,negativo
63026,positivo
63027,positivo
63028,positivo
63029,positivo
63030,negativo
63031,positivo
63032,positivo
63033,negativo
63034,negativo
63035,positivo
63036,positivo
63037,negativo
63038,negativo
63039,negativo
63040,positivo
63041,negativo
63042,positivo
63043,positivo
63044,positivo
63045,positivo
63046,negativo
63047,positivo
63048,negativo
63049,negativo
63050,positivo
63051,positivo
63052,negativo
63053,negativo
63054,negativo
63055,positivo
63056,negativo
63057,positivo
63058,positivo
63059,positivo
63060,negativo
63061,positivo
63062,negativo
63063,negativo
63064,positivo
63065,negativo
63066,positivo
63067,negativo
63068,positivo
63069,positivo
63070,negativo
63071,positivo
63072,positivo
63073,positivo
63074,positivo
63075,positivo
63076,positivo
63077,negativo
63078,negativo
63079,negativo
63080,negativo
63081,negativo
63082,negativo
63083,negativo
63084,negativo
63085,negativo
63086,negativo
63087,positivo
63088,negativo
63089,positivo
63090,negativo
63091,negativo
63092,negativo
63093,negativo
63094,negativo
63095,negativo
63096,negativo
63097,negativo
63098,negativo
63099,negativo
63100,negativo
63101,positivo
63102,negativo
63103,negativo
63104,negativo
63105,negativo
63106,negativo
63107,negativo
63108,negativo
63109,negativo
63110,negativo
63111,negativo
63112,negativo
63113,positivo
63114,negativo
63115,negativo
63116,negativo
63117,negativo
63118,negativo
63119,positivo
63120,negativo
63121,negativo
63122,negativo
63123,negativo
63124,negativo
63125,negativo
63126,negativo
63127,negativo
63128,negativo
63129,negativo
63130,positivo
63131,negativo
63132,negativo
63133,negativo
63134,negativo
63135,negativo
63136,negativo
63137,negativo
63138,negativo
63139,positivo
63140,negativo
63141,negativo
63142,positivo
63143,negativo
63144,positivo
63145,positivo
63146,negativo
63147,positivo
63148,positivo
63149,positivo
63150,positivo
63151,negativo
63152,negativo
63153,negativo
63154,negativo
63155,positivo
63156,positivo
63157,negativo
63158,positivo
63159,negativo
63160,negativo
63161,negativo
63162,negativo
63163,negativo
63164,negativo
63165,negativo
63166,positivo
63167,positivo
63168,positivo
63169,negativo
63170,negativo
63171,positivo
63172,negativo
63173,negativo
63174,negativo
63175,negativo
63176,negativo
63177,negativo
63178,negativo
63179,positivo
63180,negativo
63181,negativo
63182,negativo
63183,positivo
63184,negativo
63185,negativo
63186,negativo
63187,negativo
63188,negativo
63189,negativo
63190,negativo
63191,negativo
63192,positivo
63193,negativo
63194,negativo
63195,positivo
63196,positivo
63197,positivo
63198,positivo
63199,positivo
63200,negativo
63201,negativo
63202,positivo
63203,negativo
63204,negativo
63205,negativo
63206,positivo
63207,negativo
63208,positivo
63209,negativo
63210,negativo
63211,positivo
63212,positivo
63213,negativo
63214,positivo
63215,positivo
63216,negativo
63217,positivo
63218,positivo
63219,positivo
63220,positivo
63221,negativo
63222,negativo
63223,negativo
63224,positivo
63225,negativo
63226,negativo
63227,positivo
63228,negativo
63229,negativo
63230,negativo
63231,positivo
63232,positivo
63233,negativo
63234,positivo
63235,positivo
63236,positivo
63237,positivo
63238,positivo
63239,negativo
63240,positivo
63241,positivo
63242,positivo
63243,positivo
63244,positivo
63245,positivo
63246,positivo
63247,positivo
63248,positivo
63249,positivo
63250,positivo
63251,positivo
63252,positivo
63253,positivo
63254,positivo
63255,positivo
63256,positivo
63257,negativo
63258,negativo
63259,positivo
63260,positivo
63261,positivo
63262,positivo
63263,positivo
63264,negativo
63265,positivo
63266,negativo
63267,positivo
63268,negativo
63269,positivo
63270,positivo
63271,positivo
63272,negativo
63273,positivo
63274,positivo
63275,negativo
63276,negativo
63277,negativo
63278,negativo
63279,positivo
63280,negativo
63281,positivo
63282,negativo
63283,negativo
63284,positivo
63285,positivo
63286,negativo
63287,positivo
63288,negativo
63289,negativo
63290,positivo
63291,positivo
63292,positivo
63293,negativo
63294,negativo
63295,positivo
63296,positivo
63297,negativo
63298,positivo
63299,positivo
63300,positivo
63301,negativo
63302,positivo
63303,negativo
63304,positivo
63305,positivo
63306,positivo
63307,positivo
63308,negativo
63309,negativo
63310,negativo
63311,positivo
63312,positivo
63313,positivo
63314,positivo
63315,positivo
63316,positivo
63317,negativo
63318,positivo
63319,negativo
63320,positivo
63321,negativo
63322,positivo
63323,positivo
63324,positivo
63325,positivo
63326,negativo
63327,positivo
63328,positivo
63329,positivo
63330,positivo
63331,negativo
63332,negativo
63333,negativo
63334,positivo
63335,positivo
63336,positivo
63337,positivo
63338,positivo
63339,positivo
63340,positivo
63341,negativo
63342,positivo
63343,negativo
63344,positivo
63345,positivo
63346,negativo
63347,negativo
63348,positivo
63349,negativo
63350,negativo
63351,negativo
63352,positivo
63353,positivo
63354,positivo
63355,negativo
63356,positivo
63357,positivo
63358,negativo
63359,positivo
63360,negativo
63361,positivo
63362,positivo
63363,positivo
63364,positivo
63365,negativo
63366,positivo
63367,positivo
63368,negativo
63369,positivo
63370,negativo
63371,positivo
63372,positivo
63373,positivo
63374,positivo
63375,negativo
63376,negativo
63377,positivo
63378,positivo
63379,negativo
63380,positivo
63381,negativo
63382,negativo
63383,positivo
63384,positivo
63385,positivo
63386,negativo
63387,negativo
63388,positivo
63389,positivo
63390,negativo
63391,negativo
63392,negativo
63393,negativo
63394,negativo
63395,negativo
63396,negativo
63397,negativo
63398,negativo
63399,negativo
63400,negativo
63401,positivo
63402,negativo
63403,positivo
63404,negativo
63405,negativo
63406,negativo
63407,positivo
63408,positivo
63409,positivo
63410,positivo
63411,positivo
63412,positivo
63413,negativo
63414,negativo
63415,positivo
63416,positivo
63417,negativo
63418,positivo
63419,negativo
63420,positivo
63421,negativo
63422,negativo
63423,positivo
63424,negativo
63425,negativo
63426,negativo
63427,negativo
63428,positivo
63429,negativo
63430,negativo
63431,negativo
63432,negativo
63433,negativo
63434,negativo
63435,negativo
63436,negativo
63437,negativo
63438,negativo
63439,negativo
63440,positivo
63441,negativo
63442,positivo
63443,negativo
63444,negativo
63445,positivo
63446,positivo
63447,negativo
63448,negativo
63449,negativo
63450,positivo
63451,positivo
63452,negativo
63453,positivo
63454,negativo
63455,positivo
63456,positivo
63457,positivo
63458,negativo
63459,positivo
63460,positivo
63461,negativo
63462,negativo
63463,negativo
63464,positivo
63465,positivo
63466,negativo
63467,negativo
63468,negativo
63469,negativo
63470,negativo
63471,negativo
63472,positivo
63473,negativo
63474,positivo
63475,positivo
63476,negativo
63477,negativo
63478,negativo
63479,negativo
63480,positivo
63481,positivo
63482,negativo
63483,negativo
63484,negativo
63485,negativo
63486,positivo
63487,negativo
63488,negativo
63489,positivo
63490,positivo
63491,positivo
63492,negativo
63493,negativo
63494,positivo
63495,positivo
63496,positivo
63497,negativo
63498,negativo
63499,negativo
63500,negativo
63501,negativo
63502,negativo
63503,negativo
63504,negativo
63505,negativo
63506,negativo
63507,negativo
63508,negativo
63509,negativo
63510,negativo
63511,negativo
63512,negativo
63513,negativo
63514,positivo
63515,negativo
63516,negativo
63517,negativo
63518,positivo
63519,negativo
63520,positivo
63521,negativo
63522,negativo
63523,negativo
63524,negativo
63525,negativo
63526,negativo
63527,negativo
63528,negativo
63529,negativo
63530,negativo
63531,negativo
63532,positivo
63533,positivo
63534,negativo
63535,positivo
63536,negativo
63537,negativo
63538,positivo
63539,negativo
63540,negativo
63541,positivo
63542,positivo
63543,positivo
63544,positivo
63545,negativo
63546,negativo
63547,negativo
63548,negativo
63549,positivo
63550,negativo
63551,positivo
63552,negativo
63553,positivo
63554,negativo
63555,positivo
63556,negativo
63557,positivo
63558,positivo
63559,negativo
63560,positivo
63561,negativo
63562,negativo
63563,negativo
63564,negativo
63565,negativo
63566,negativo
63567,negativo
63568,negativo
63569,negativo
63570,negativo
63571,negativo
63572,negativo
63573,negativo
63574,positivo
63575,negativo
63576,negativo
63577,positivo
63578,negativo
63579,positivo
63580,positivo
63581,positivo
63582,negativo
63583,negativo
63584,negativo
63585,positivo
63586,negativo
63587,negativo
63588,negativo
63589,positivo
63590,negativo
63591,negativo
63592,positivo
63593,negativo
63594,negativo
63595,negativo
63596,negativo
63597,negativo
63598,positivo
63599,positivo
63600,negativo
63601,positivo
63602,negativo
63603,positivo
63604,positivo
63605,positivo
63606,negativo
63607,negativo
63608,negativo
63609,positivo
63610,positivo
63611,negativo
63612,negativo
63613,positivo
63614,positivo
63615,negativo
63616,negativo
63617,positivo
63618,negativo
63619,negativo
63620,negativo
63621,negativo
63622,negativo
63623,negativo
63624,negativo
63625,negativo
63626,negativo
63627,positivo
63628,positivo
63629,negativo
63630,negativo
63631,negativo
63632,negativo
63633,positivo
63634,negativo
63635,positivo
63636,negativo
63637,positivo
63638,negativo
63639,negativo
63640,negativo
63641,positivo
63642,negativo
63643,positivo
63644,negativo
63645,positivo
63646,positivo
63647,positivo
63648,negativo
63649,negativo
63650,negativo
63651,negativo
63652,negativo
63653,negativo
63654,negativo
63655,positivo
63656,positivo
63657,negativo
63658,negativo
63659,negativo
63660,positivo
63661,negativo
63662,positivo
63663,positivo
63664,negativo
63665,negativo
63666,negativo
63667,positivo
63668,negativo
63669,positivo
63670,negativo
63671,negativo
63672,negativo
63673,negativo
63674,positivo
63675,negativo
63676,negativo
63677,positivo
63678,positivo
63679,negativo
63680,negativo
63681,negativo
63682,positivo
63683,positivo
63684,positivo
63685,positivo
63686,negativo
63687,positivo
63688,negativo
63689,positivo
63690,negativo
63691,negativo
63692,negativo
63693,positivo
63694,negativo
63695,negativo
63696,positivo
63697,negativo
63698,negativo
63699,negativo
63700,positivo
63701,positivo
63702,positivo
63703,negativo
63704,negativo
63705,negativo
63706,positivo
63707,positivo
63708,negativo
63709,positivo
63710,positivo
63711,negativo
63712,positivo
63713,positivo
63714,negativo
63715,negativo
63716,negativo
63717,positivo
63718,positivo
63719,negativo
63720,negativo
63721,negativo
63722,negativo
63723,negativo
63724,negativo
63725,negativo
63726,negativo
63727,positivo
63728,negativo
63729,positivo
63730,positivo
63731,negativo
63732,positivo
63733,negativo
63734,positivo
63735,negativo
63736,negativo
63737,positivo
63738,positivo
63739,negativo
63740,negativo
63741,positivo
63742,negativo
63743,negativo
63744,positivo
63745,positivo
63746,positivo
63747,positivo
63748,negativo
63749,negativo
63750,negativo
63751,positivo
63752,negativo
63753,positivo
63754,positivo
63755,positivo
63756,positivo
63757,negativo
63758,negativo
63759,positivo
63760,negativo
63761,negativo
63762,positivo
63763,positivo
63764,negativo
63765,negativo
63766,negativo
63767,negativo
63768,negativo
63769,negativo
63770,positivo
63771,positivo
63772,negativo
63773,negativo
63774,positivo
63775,negativo
63776,negativo
63777,negativo
63778,negativo
63779,positivo
63780,negativo
63781,negativo
63782,negativo
63783,negativo
63784,negativo
63785,negativo
63786,negativo
63787,negativo
63788,negativo
63789,positivo
63790,negativo
63791,negativo
63792,negativo
63793,negativo
63794,negativo
63795,negativo
63796,negativo
63797,positivo
63798,negativo
63799,positivo
63800,negativo
63801,positivo
63802,negativo
63803,negativo
63804,positivo
63805,negativo
63806,negativo
63807,negativo
63808,positivo
63809,positivo
63810,positivo
63811,positivo
63812,positivo
63813,positivo
63814,negativo
63815,negativo
63816,negativo
63817,negativo
63818,positivo
63819,negativo
63820,negativo
63821,negativo
63822,negativo
63823,positivo
63824,positivo
63825,negativo
63826,positivo
63827,positivo
63828,positivo
63829,positivo
63830,positivo
63831,negativo
63832,positivo
63833,negativo
63834,positivo
63835,negativo
63836,negativo
63837,positivo
63838,negativo
63839,positivo
63840,positivo
63841,negativo
63842,positivo
63843,positivo
63844,negativo
63845,negativo
63846,positivo
63847,positivo
63848,negativo
63849,positivo
63850,negativo
63851,positivo
63852,positivo
63853,negativo
63854,positivo
63855,positivo
63856,negativo
63857,negativo
63858,positivo
63859,negativo
63860,positivo
63861,positivo
63862,negativo
63863,negativo
63864,negativo
63865,positivo
63866,negativo
63867,negativo
63868,positivo
63869,positivo
63870,positivo
63871,positivo
63872,positivo
63873,negativo
63874,positivo
63875,positivo
63876,negativo
63877,positivo
63878,positivo
63879,positivo
63880,positivo
63881,positivo
63882,negativo
63883,negativo
63884,positivo
63885,positivo
63886,negativo
63887,positivo
63888,negativo
63889,negativo
63890,positivo
63891,positivo
63892,negativo
63893,negativo
63894,positivo
63895,negativo
63896,positivo
63897,negativo
63898,positivo
63899,positivo
63900,negativo
63901,negativo
63902,positivo
63903,negativo
63904,negativo
63905,negativo
63906,positivo
63907,negativo
63908,positivo
63909,negativo
63910,positivo
63911,positivo
63912,negativo
63913,positivo
63914,negativo
63915,positivo
63916,positivo
63917,positivo
63918,positivo
63919,positivo
63920,positivo
63921,positivo
63922,positivo
63923,positivo
63924,positivo
63925,positivo
63926,positivo
63927,positivo
63928,positivo
63929,negativo
63930,positivo
63931,positivo
63932,positivo
63933,positivo
63934,positivo
63935,positivo
63936,positivo
63937,positivo
63938,positivo
63939,positivo
63940,negativo
63941,negativo
63942,negativo
63943,negativo
63944,negativo
63945,positivo
63946,negativo
63947,positivo
63948,positivo
63949,positivo
63950,positivo
63951,negativo
63952,positivo
63953,positivo
63954,positivo
63955,negativo
63956,positivo
63957,positivo
63958,negativo
63959,positivo
63960,positivo
63961,negativo
63962,positivo
63963,positivo
63964,positivo
63965,positivo
63966,positivo
63967,positivo
63968,positivo
63969,positivo
63970,positivo
63971,positivo
63972,positivo
63973,negativo
63974,positivo
63975,positivo
63976,positivo
63977,positivo
63978,positivo
63979,positivo
63980,positivo
63981,positivo
63982,positivo
63983,positivo
63984,negativo
63985,positivo
63986,positivo
63987,positivo
63988,negativo
63989,positivo
63990,positivo
63991,negativo
63992,negativo
63993,positivo
63994,positivo
